Q5,CVtime_First Click,CVtime_Last Click,CVtime_Page Submit,CVtime_Click Count,hire_10,years_experience,applicant_male,applicant_age,applicant_ethnicity,male,male_10_TEXT,birth_year,race,educ,educ_8_TEXT,Q43,Q117,PROLIFIC_PID,Job,Cond,Name,Dates1,Dates2
ice,0,0,12.469,0,82,15,0,35,7,0,,75,3,6,,No,34,1489,HR,Female Normal,Sarah Brown,Jan 2016 - Present,Jan 2006 - Jan 2016
ice,0,0,31.954,0,100,5,0,38,7,0,,68,2,4,,No,36,1490,HR,Female Treat,Sarah Brown,2 years,3 years
ice,26.922,27.266,83.906,2,84,6,0,30,7,0,,75,2,3,,I am an ex recruiter - slightly weird had to guess ethnicity as very illegal in normal recruitment practice!,34,1491,HR,Female Normal,Sarah Brown,Jan 2016 - Present,Jan 2006 - Jan 2016
ice,24.949,94.599,95.538,2,95,8,0,35,7,0,,59,2,3,,No,41,1492,HR,Female Normal,Sarah Brown,Jan 2016 - Present,Jan 2006 - Jan 2016
ice,0,0,89.475,0,81,5,0,27,7,1,,60,2,5,,No,39,1493,HR,Female Treat,Sarah Brown,2 years,3 years
ice,32.989,32.989,355.131,1,80,5,0,30,7,1,,66,5,5,,No,42,1494,HR,Female Treat,Sarah Brown,2 years,3 years
ice,97.742,217.173,236.459,5,70,15,0,33,7,1,,72,2,7,,no,28,1495,HR,Female Treat,Sarah Brown,5 years,10 years
ice,5.533,79.476,80.101,4,100,15,0,40,7,0,,76,2,6,,,34,1496,HR,Female Treat,Sarah Brown,5 years,10 years
ice,0,0,72.103,0,100,10,0,37,5,0,,64,2,5,,,40,1497,HR,Female Treat,Sarah Brown,2 years,3 years
ice,13.838,13.838,15.354,1,79,12,0,25,7,0,,66,2,5,,no,37,1498,HR,Female Normal,Sarah Brown,Jan 2016 - Present,Jan 2006 - Jan 2016
ice,0,0,38.577,0,72,3,1,26,7,1,,65,2,3,,no,39,1499,HR,Female Treat,Sarah Brown,2 years,3 years
ice,69.995,92.854,96.279,2,57,8,0,27,7,0,,64,2,5,,,40,1500,HR,Female Normal,Sarah Brown,Jan 2019 - Present,Jan 2016 - Jan 2019
ice,89.804,139.716,145.022,12,50,5,0,35,7,0,,71,2,6,,No,37,1501,HR,Female Normal,Sarah Brown,Jan 2019 - Present,Jan 2016 - Jan 2019
ice,0,0,29.991,0,100,13,0,32,7,0,,44,2,6,,,36,1502,HR,Female Normal,Sarah Brown,Jan 2016 - Present,Jan 2006 - Jan 2016
ice,0,0,68.324,0,85,5,1,32,7,1,,77,2,7,,No,37,1503,HR,Female Normal,Sarah Brown,Jan 2019 - Present,Jan 2016 - Jan 2019
ice,17.486,63.134,64.464,4,100,15,0,40,7,0,,73,2,6,,No,34,1504,HR,Female Treat,Sarah Brown,5 years,10 years
ice,0,0,110.565,0,94,14,1,36,7,1,,47,2,3,,No,30,1505,HR,Female Normal,Sarah Brown,Jan 2019 - Present,Jan 2016 - Jan 2019
ice,116.23,116.23,133.629,1,91,15,0,40,7,0,,63,2,3,,No,33,1506,HR,Female Normal,Sarah Brown,Jan 2016 - Present,Jan 2006 - Jan 2016
ice,12.152,12.152,59.486,1,100,15,0,40,7,0,,71,2,5,,no,29,1507,HR,Female Treat,Sarah Brown,5 years,10 years
ice,0,0,155.619,0,100,15,0,35,7,0,,37,2,5,,No,36,1508,HR,Female Treat,Sarah Brown,5 years,10 years
ice,0,0,36.797,0,52,5,0,31,7,0,,67,3,5,,no,42,1509,HR,Female Normal,Sarah Brown,Jan 2019 - Present,Jan 2016 - Jan 2019
ice,0,0,12.072,0,70,10,0,34,7,0,,65,5,6,,No.,39,1510,HR,Female Normal,Sarah Brown,Jan 2019 - Present,Jan 2016 - Jan 2019
ice,2.381,2.381,54.986,1,70,5,0,26,7,1,,73,5,6,,No,36,1511,HR,Female Treat,Sarah Brown,2 years,3 years
ice,5.134,104.549,107.837,28,62,5,0,27,8,1,,61,9,6,,"I had no idea how to answer the final question about the candidate, and I wasn't able to skip it, so I just answered randomly",33,1512,HR,Female Treat,Sarah Brown,2 years,3 years
ice,0,0,106.647,0,91,9,0,32,7,0,,70,2,7,,No,37,1513,HR,Female Treat,Sarah Brown,5 years,10 years
ice,1.205,6.56,7.216,8,84,21,0,38,8,1,,63,2,6,,,36,1514,HR,Female Treat,Sarah Brown,5 years,10 years
ice,0,0,46.442,0,90,5,0,35,7,1,,53,2,6,,,42,1515,HR,Female Treat,Sarah Brown,2 years,3 years
ice,0,0,18.811,0,70,6,0,39,7,1,,72,2,5,,,40,1516,HR,Female Normal,Sarah Brown,Jan 2016 - Present,Jan 2006 - Jan 2016
ice,0,0,32.709,0,65,6,0,30,7,1,,65,3,6,,,33,1517,HR,Female Treat,Sarah Brown,2 years,3 years
ice,8.869,16.445,17.708,9,51,6,0,30,7,1,,41,5,5,,No,32,1518,HR,Female Normal,Sarah Brown,Jan 2019 - Present,Jan 2016 - Jan 2019
ice,0,0,41.439,0,88,15,0,40,7,1,,61,2,2,,No,34,1519,HR,Female Normal,Sarah Brown,Jan 2016 - Present,Jan 2006 - Jan 2016
ice,0,0,139.846,0,91,10,0,35,7,0,,72,2,6,,No,30,1520,HR,Female Normal,Sarah Brown,Jan 2016 - Present,Jan 2006 - Jan 2016
ICE,,,,,,,,,,,,,,,,,,1521,,,,,
ice,146.842,188.297,275.876,15,90,11,0,33,7,1,,64,2,3,,"The moment I saw the name ""Sarah Brown"" it was a fairly obvious give away what the survey was going to be broadly about (assumptions based on a name on a CV). I think that was compounded by the study expecting what seems like a high amount of cross checking the requirements against experience. I don't know if this affected how I answered (nor do I know if that was, in fact, your intention)

Obviously I don't know what your exact intentions are, but it may be useful for me to state that I think I would have been less likely to suspect something if a few things were different:
The initial attention check question didn't come across as *quite* that sneaky
The name Sarah Brown wasn't quite so big and obvious, while the other details like phone number was replaced with [phone] - dummy details would have sold it better
The task just didn't feel like a survey, maybe a couple of ""warm up"" questions leading to what felt like a needlessly complex analysis.

I hope this comment is helpful, it's a bit hard to convey how it made me feel suspicious without it sounding like a critique, which I don't mean it to.
",40,1522,HR,Female Normal,Sarah Brown,Jan 2016 - Present,Jan 2006 - Jan 2016
ice,1.913,1.913,14.792,1,96,10,0,32,7,0,,71,2,5,,No,36,1523,HR,Female Normal,Sarah Brown,Jan 2016 - Present,Jan 2006 - Jan 2016
Ice,,,,,,,,,,,,,,,,,,1524,,,,,
ice,0,0,37.901,0,95,15,0,35,7,1,,54,2,4,,No,42,1525,HR,Female Treat,Sarah Brown,5 years,10 years
ice,0,0,62.77,0,82,25,1,45,7,1,,61,2,5,,No,40,1526,HR,Female Treat,Sarah Brown,5 years,10 years
ice,60.454,76.071,97.594,5,100,10,0,30,8,0,,70,2,3,,No,43,1527,HR,Female Treat,Sarah Brown,2 years,3 years
ice,83.13,84.522,93.784,2,71,8,0,32,7,1,,68,2,2,,no,30,1528,HR,Female Normal,Sarah Brown,Jan 2019 - Present,Jan 2016 - Jan 2019
ice,0,0,434.763,0,100,15,0,44,7,1,,60,2,4,,,34,1529,HR,Female Normal,Sarah Brown,Jan 2019 - Present,Jan 2016 - Jan 2019
ice,40.788,40.788,43.307,1,75,4,0,30,7,1,,61,2,6,,No,34,1530,HR,Female Normal,Sarah Brown,Jan 2019 - Present,Jan 2016 - Jan 2019
ice,0,0,200.891,0,81,5,0,33,7,0,,63,2,5,,no,37,1531,HR,Female Normal,Sarah Brown,Jan 2016 - Present,Jan 2006 - Jan 2016
ice,0,0,41.954,0,91,5,0,28,7,0,,73,2,5,,No,30,1532,HR,Female Normal,Sarah Brown,Jan 2016 - Present,Jan 2006 - Jan 2016
ice,0,0,104.208,0,71,7,0,30,7,1,,67,2,3,,,36,1533,HR,Female Normal,Sarah Brown,Jan 2016 - Present,Jan 2006 - Jan 2016
ice,0,0,144.626,0,95,5,0,30,7,0,,71,2,6,,No,37,1534,HR,Female Treat,Sarah Brown,2 years,3 years
ice,0,0,56.1,0,82,8,0,32,7,0,,63,2,6,,No,32,1535,HR,Female Treat,Sarah Brown,5 years,10 years
ice,0,0,9.659,0,70,20,0,30,7,1,,61,2,5,,,45,1536,HR,Female Treat,Sarah Brown,5 years,10 years
ice,0,0,79.046,0,70,15,0,38,7,0,,43,2,5,,no,30,1537,HR,Female Normal,Sarah Brown,Jan 2016 - Present,Jan 2006 - Jan 2016
ice,28.104,28.104,29.192,1,60,8,0,35,7,1,,69,2,2,,I think it would have been helpful to know that I should have perhaps studied the CV a little more - unless that was the point. ,40,1538,HR,Female Treat,Sarah Brown,2 years,3 years
ice,0.887,43.105,44.459,31,100,5,0,28,7,0,,74,2,2,,No ,43,1539,HR,Female Treat,Sarah Brown,2 years,3 years
ice,0,0,75.599,0,100,6,0,35,7,0,,70,1,5,,No,37,1540,HR,Female Normal,Sarah Brown,Jan 2019 - Present,Jan 2016 - Jan 2019
Ice,,,,,,,,,,,,,,,,,,1541,,,,,
ice,0,0,106.554,0,100,5,0,35,7,0,,66,2,3,,No,43,1542,HR,Female Treat,Sarah Brown,2 years,3 years
ice,1.724,203.526,204.38,9,90,2,0,28,7,0,,58,3,6,,No,32,1543,HR,Female Normal,Sarah Brown,Jan 2019 - Present,Jan 2016 - Jan 2019
ice,4.382,148.425,151.056,51,100,8,0,32,7,0,,69,2,5,,,41,1544,HR,Female Treat,Sarah Brown,2 years,3 years
ice,0,0,124.434,0,70,4,0,26,7,1,,49,2,5,,No,43,1545,HR,Female Normal,Sarah Brown,Jan 2019 - Present,Jan 2016 - Jan 2019
ice,0,0,108.428,0,100,15,0,37,7,0,,80,2,3,,No,37,1546,HR,Female Treat,Sarah Brown,5 years,10 years
ice,0,0,24.337,0,77,5,0,30,7,1,,78,2,5,,,37,1547,HR,Female Normal,Sarah Brown,Jan 2016 - Present,Jan 2006 - Jan 2016
ice,21.687,41.095,43.512,29,80,18,0,37,6,0,,54,2,5,,,37,1548,HR,Female Treat,Sarah Brown,5 years,10 years
ice,0,0,21.785,0,66,15,0,35,7,1,,71,2,3,,No,40,1549,HR,Female Normal,Sarah Brown,Jan 2016 - Present,Jan 2006 - Jan 2016
ice,7.919,47.672,54.352,4,100,5,0,31,7,1,,73,2,5,,no,30,1550,HR,Female Treat,Sarah Brown,2 years,3 years
ice,54.235,178.31,180.096,27,90,15,0,36,7,0,,74,2,7,,No,28,1551,HR,Female Normal,Sarah Brown,Jan 2016 - Present,Jan 2006 - Jan 2016
ice,0,0,87.684,0,100,7,0,38,7,1,,67,2,4,,,34,1552,HR,Female Normal,Sarah Brown,Jan 2016 - Present,Jan 2006 - Jan 2016
ice,3.783,11.646,13.015,6,44,4,1,32,6,1,,51,2,2,,No,30,1553,HR,Female Treat,Sarah Brown,5 years,10 years
ice,0,0,18.606,0,81,25,0,32,7,0,,63,2,5,,No,32,1554,HR,Female Treat,Sarah Brown,2 years,3 years
ice,2.742,157.578,158.64,63,66,15,0,40,8,1,,67,2,6,,No.,36,1555,HR,Female Treat,Sarah Brown,5 years,10 years
ice,0,0,252.113,0,97,6,0,29,7,0,,51,2,6,,No,39,1556,HR,Female Normal,Sarah Brown,Jan 2019 - Present,Jan 2016 - Jan 2019
Ice,,,,,,,,,,,,,,,,,,1557,,,,,
ice,0,0,150.165,0,100,5,0,36,7,0,,55,2,6,,No,33,1558,HR,Female Normal,Sarah Brown,Jan 2019 - Present,Jan 2016 - Jan 2019
ice,40.221,87.117,182.915,2,91,5,0,32,7,0,,75,2,6,,No,40,1559,HR,Female Normal,Sarah Brown,Jan 2019 - Present,Jan 2016 - Jan 2019
ICE,,,,,,,,,,,,,,,,,,1560,,,,,
ice,94.874,222.353,224.698,2,80,7,0,35,7,0,,55,2,3,,No,33,1561,HR,Female Treat,Sarah Brown,2 years,3 years
ice,24.381,31.013,50.543,3,69,5,0,26,7,1,,41,2,5,,no,28,1562,HR,Female Normal,Sarah Brown,Jan 2019 - Present,Jan 2016 - Jan 2019
ice,44.102,44.102,45.449,1,95,5,0,35,7,0,,69,2,5,,No,37,1563,HR,Female Treat,Sarah Brown,2 years,3 years
ice,0,0,98.313,0,100,15,0,35,8,0,,72,2,8,A-Level,I chose 'other' for the assumed ethnicity of the applicant as I didn't even consider their ethnicity when reading the CV.,40,1564,HR,Female Treat,Sarah Brown,5 years,10 years
ice,9.674,53.944,54.826,4,82,17,0,40,7,1,,61,2,5,,No,34,1565,HR,Female Treat,Sarah Brown,5 years,10 years
ice,1.663,155.721,157.45,57,75,10,0,33,7,0,,70,2,7,,No,37,1566,HR,Female Normal,Sarah Brown,Jan 2016 - Present,Jan 2006 - Jan 2016
ice,4.348,4.348,9.713,1,71,5,0,24,7,1,,69,2,5,,No,28,1567,HR,Female Treat,Sarah Brown,2 years,3 years
ice,0,0,68.072,0,87,8,0,31,7,0,,74,2,7,,,34,1568,HR,Female Normal,Sarah Brown,Jan 2016 - Present,Jan 2006 - Jan 2016
ice,0,0,44.414,0,86,6,0,30,7,1,,43,2,2,,No,40,1569,HR,Female Normal,Sarah Brown,Jan 2019 - Present,Jan 2016 - Jan 2019
ice,24.2,86.725,112.676,22,100,11,0,35,7,1,,51,2,5,,No,37,1570,HR,Female Normal,Sarah Brown,Jan 2016 - Present,Jan 2006 - Jan 2016
ice,0,0,19.625,0,88,5,0,30,5,1,,73,2,6,,No,30,1571,HR,Female Treat,Sarah Brown,2 years,3 years
ice,5.561,138.464,139.402,21,99,6,0,35,7,0,,59,2,6,,No,37,1572,HR,Female Normal,Sarah Brown,Jan 2019 - Present,Jan 2016 - Jan 2019
ice,0,0,20.038,0,100,17,0,45,5,1,,66,2,6,,no,37,1573,HR,Female Treat,Sarah Brown,5 years,10 years
ice,1.432,62.526,66.54,24,82,15,0,37,7,1,,51,2,3,,No ,33,1574,HR,Female Normal,Sarah Brown,Jan 2016 - Present,Jan 2006 - Jan 2016
ice,0,0,26.048,0,100,5,0,30,7,1,,75,5,6,,No.,32,1575,HR,Female Treat,Sarah Brown,2 years,3 years
ice,2.943,59.363,60.072,44,90,8,0,39,7,1,,65,2,5,,,33,1576,HR,Female Normal,Sarah Brown,Jan 2019 - Present,Jan 2016 - Jan 2019
ice,0,0,27.019,0,100,15,0,35,7,1,,74,2,5,,,40,1577,HR,Female Treat,Sarah Brown,5 years,10 years
ice,0,0,177.763,0,100,15,0,44,6,0,,42,2,3,,no,39,1578,HR,Female Treat,Sarah Brown,5 years,10 years
ice,0,0,134.467,0,85,10,0,45,7,0,,72,2,3,,,43,1579,HR,Female Treat,Sarah Brown,5 years,10 years
ice,16.41,85.336,87.929,9,81,2,0,23,7,0,,77,2,6,,No. ,40,1580,HR,Female Normal,Sarah Brown,Jan 2019 - Present,Jan 2016 - Jan 2019
ice,0,0,49.654,0,100,5,0,30,7,1,,68,2,2,,No,40,1581,HR,Female Treat,Sarah Brown,2 years,3 years
ice,0,0,21.588,0,76,4,0,30,7,1,,66,2,6,,No,37,1582,HR,Female Normal,Sarah Brown,Jan 2016 - Present,Jan 2006 - Jan 2016
ice,72.982,84.032,86.676,2,100,15,0,36,7,0,,68,2,5,,,38,1583,HR,Female Treat,Sarah Brown,5 years,10 years
ice,5.619,5.619,149.613,1,90,4,0,35,7,0,,78,2,3,,No.,38,1584,HR,Female Normal,Sarah Brown,Jan 2019 - Present,Jan 2016 - Jan 2019
ice,22.477,49.838,51.38,2,71,5,0,28,7,0,,67,2,7,,No,36,1585,HR,Female Normal,Sarah Brown,Jan 2019 - Present,Jan 2016 - Jan 2019
ice,0,0,121.602,0,100,5,0,34,6,10,,79,2,5,,No,43,1586,HR,Female Normal,Sarah Brown,Jan 2016 - Present,Jan 2006 - Jan 2016
ice,0,0,69.628,0,92,15,0,38,6,0,,43,3,5,,no,38,1587,HR,Female Treat,Sarah Brown,5 years,10 years
ice,25.885,25.885,26.19,1,80,4,0,24,7,1,,72,2,5,,n/a,39,1588,HR,Female Normal,Sarah Brown,Jan 2016 - Present,Jan 2006 - Jan 2016
ice,0,0,109.135,0,85,15,0,40,7,0,,75,2,5,,No.,40,1589,HR,Female Normal,Sarah Brown,Jan 2016 - Present,Jan 2006 - Jan 2016
ice,0,0,191.764,0,99,6,0,30,7,0,,53,2,3,,no,43,1590,HR,Female Normal,Sarah Brown,Jan 2016 - Present,Jan 2006 - Jan 2016
ice,5.288,343.932,344.334,100,70,7,0,27,7,0,,80,8,5,,No,34,1591,HR,Female Normal,Sarah Brown,Jan 2019 - Present,Jan 2016 - Jan 2019
ice,7.831,19.23,20.956,5,81,15,0,40,7,0,,61,2,2,,No,37,1592,HR,Female Normal,Sarah Brown,Jan 2019 - Present,Jan 2016 - Jan 2019
ice,0,0,39.906,0,90,8,0,35,7,1,,67,2,5,,No,28,1593,HR,Female Treat,Sarah Brown,2 years,3 years
ice,11.506,21.03,24.212,4,80,15,1,35,7,1,,69,2,5,,no,33,1594,HR,Female Treat,Sarah Brown,5 years,10 years
ice,0,0,78.05,0,90,6,0,26,7,1,,67,2,2,,NO,29,1595,HR,Female Normal,Sarah Brown,Jan 2019 - Present,Jan 2016 - Jan 2019
ice,0,0,198.749,0,70,6,0,33,7,1,,41,2,5,,I missed in the explanation that I would not have access to her when asked the questions.,37,1596,HR,Female Treat,Sarah Brown,2 years,3 years
ice,37.215,180.947,182.637,4,100,6,0,45,7,0,,67,1,5,,No,34,1597,HR,Female Normal,Sarah Brown,Jan 2019 - Present,Jan 2016 - Jan 2019
ice,1.083,97.294,99.43,25,90,5,0,32,7,1,,62,2,5,,No,40,1598,HR,Female Treat,Sarah Brown,2 years,3 years
ice,0,0,30.362,0,100,15,0,39,7,0,,68,2,5,,No,34,1599,HR,Female Treat,Sarah Brown,5 years,10 years
ice,0,0,8.758,0,70,5,0,28,7,1,,71,2,5,,No,32,1600,HR,Female Treat,Sarah Brown,2 years,3 years
ice,10.412,80.735,81.878,27,56,5,0,28,7,0,,69,2,2,,No,29,1601,HR,Female Normal,Sarah Brown,Jan 2019 - Present,Jan 2016 - Jan 2019
ice,0,0,69.35,0,100,9,0,32,7,0,,68,2,7,,No,38,1602,HR,Female Normal,Sarah Brown,Jan 2016 - Present,Jan 2006 - Jan 2016
ice,0,0,2.432,0,50,5,1,25,7,1,,65,2,5,,no,34,1603,HR,Female Normal,Sarah Brown,Jan 2016 - Present,Jan 2006 - Jan 2016
ice,1.58,43.781,47.947,17,80,5,0,25,7,0,,79,2,5,,No,32,1604,HR,Female Treat,Sarah Brown,2 years,3 years
ice,0,0,158.064,0,81,6,0,28,7,0,,59,3,6,,,34,1605,HR,Female Treat,Sarah Brown,2 years,3 years
ice,9,181.357,182.479,84,100,10,0,35,7,0,,69,2,2,,No,38,1606,HR,Female Normal,Sarah Brown,Jan 2016 - Present,Jan 2006 - Jan 2016
ice,11.8,32.013,33.257,13,71,2,0,28,7,0,,66,2,2,,No,44,1607,HR,Female Treat,Sarah Brown,2 years,3 years
ice,0,0,235.352,0,50,15,0,36,7,1,,71,2,6,,No,34,1608,HR,Female Treat,Sarah Brown,5 years,10 years
ice,0,0,86.065,0,100,18,0,35,7,0,,67,2,7,,no,37,1609,HR,Female Normal,Sarah Brown,Jan 2019 - Present,Jan 2016 - Jan 2019
ice,0,0,72.895,0,32,5,0,27,7,1,,69,2,6,,No,28,1610,HR,Female Normal,Sarah Brown,Jan 2019 - Present,Jan 2016 - Jan 2019
ice,6.599,17.582,18.339,3,89,15,0,30,7,0,,67,2,3,,No,34,1611,HR,Female Treat,Sarah Brown,5 years,10 years
ice,26.473,26.473,50.107,1,100,15,0,35,7,0,,76,2,5,,,39,1612,HR,Female Normal,Sarah Brown,Jan 2016 - Present,Jan 2006 - Jan 2016
ice,22.985,87.424,90,20,91,15,0,37,7,0,,52,2,3,,No,43,1613,HR,Female Treat,Sarah Brown,5 years,10 years
ice,122.412,778.574,781.475,97,71,5,0,31,7,0,,58,3,5,,No,32,1614,HR,Female Normal,Sarah Brown,Jan 2019 - Present,Jan 2016 - Jan 2019
ice,0,0,17.787,0,77,8,0,35,7,1,,65,2,5,,No,42,1615,HR,Female Treat,Sarah Brown,2 years,3 years
Ice,,,,,,,,,,,,,,,,,,1616,,,,,
ice,0,0,187.92,0,90,5,0,32,7,0,,52,2,5,,No,37,1617,HR,Female Normal,Sarah Brown,Jan 2019 - Present,Jan 2016 - Jan 2019
ice,32.804,63.491,65.555,2,100,7,0,35,7,0,,65,5,3,,no,40,1618,HR,Female Treat,Sarah Brown,2 years,3 years
Ice,,,,,,,,,,,,,,,,,,1619,,,,,
ice,2.813,73.601,76.079,9,50,7,0,35,7,1,,53,2,7,,No,34,1620,HR,Female Treat,Sarah Brown,5 years,10 years
ice,0,0,139.136,0,41,7,0,30,7,0,,47,2,2,,no,38,1621,HR,Female Normal,Sarah Brown,Jan 2019 - Present,Jan 2016 - Jan 2019
ice,0,0,32.384,0,80,8,0,31,7,1,,77,2,5,,No,32,1622,HR,Female Normal,Sarah Brown,Jan 2016 - Present,Jan 2006 - Jan 2016
ice,0,0,70.624,0,100,14,0,39,7,0,,47,2,4,,no,36,1623,HR,Female Treat,Sarah Brown,5 years,10 years
ice,4.636,38.616,44.248,3,100,15,0,36,5,0,,70,1,5,,No.,40,1624,HR,Female Normal,Sarah Brown,Jan 2016 - Present,Jan 2006 - Jan 2016
ice,82.811,88.768,90.453,3,80,15,0,34,7,0,,68,2,2,,No,34,1625,HR,Female Treat,Sarah Brown,5 years,10 years
ice,14.479,315.88,339.325,45,81,220,0,35,7,0,,69,1,5,,No,33,1626,HR,Female Normal,Sarah Brown,Jan 2019 - Present,Jan 2016 - Jan 2019
ice,110.735,110.735,112.047,1,73,10,0,30,7,0,,43,2,6,,,32,1627,HR,Female Treat,Sarah Brown,5 years,10 years
ice,15.011,75.568,76.599,31,80,5,0,30,6,0,,69,2,8,Got half way through university ,No,40,1628,HR,Female Normal,Sarah Brown,Jan 2016 - Present,Jan 2006 - Jan 2016
ice,7.626,20.941,24.917,7,90,5,0,27,7,1,,71,2,5,,No,33,1629,HR,Female Treat,Sarah Brown,2 years,3 years
ice,0,0,6.798,0,60,4,0,35,7,1,,76,2,6,,No,26,1630,HR,Female Treat,Sarah Brown,5 years,10 years
ice,0,0,280.586,0,80,15,0,37,7,1,,62,2,8,Post Graduate Diploma,No,37,1631,HR,Female Normal,Sarah Brown,Jan 2016 - Present,Jan 2006 - Jan 2016
ice,4.129,52.223,53.65,22,100,15,0,37,7,0,,59,2,5,,No,34,1632,HR,Female Normal,Sarah Brown,Jan 2016 - Present,Jan 2006 - Jan 2016
ice,41.378,235.827,251.456,73,100,5,0,40,8,1,,76,2,5,,No,42,1633,HR,Female Treat,Sarah Brown,2 years,3 years
ice,0,0,81.451,0,92,5,0,30,7,0,,61,2,3,,,34,1634,HR,Female Treat,Sarah Brown,2 years,3 years
ice,0,0,19.357,0,70,14,0,34,7,1,,62,2,6,,,37,1635,HR,Female Normal,Sarah Brown,Jan 2019 - Present,Jan 2016 - Jan 2019
ice,0,0,47.102,0,71,14,1,34,7,1,,70,2,6,,no,31,1636,HR,Female Normal,Sarah Brown,Jan 2016 - Present,Jan 2006 - Jan 2016
ice,0,0,26.396,0,100,15,0,40,7,1,,53,3,3,,No,32,1637,HR,Female Treat,Sarah Brown,5 years,10 years
ice,0,0,62.294,0,88,5,0,40,7,0,,79,2,5,,no,43,1638,HR,Female Normal,Sarah Brown,Jan 2019 - Present,Jan 2016 - Jan 2019
Ice,,,,,,,,,,,,,,,,,,1639,,,,,
ice,82.055,82.055,124.387,1,80,5,0,26,7,0,,77,2,6,,No,34,1640,HR,Female Normal,Sarah Brown,Jan 2019 - Present,Jan 2016 - Jan 2019
ice,23.94,87.539,96.025,32,100,7,0,30,7,0,,56,2,6,,No,38,1641,HR,Female Normal,Sarah Brown,Jan 2016 - Present,Jan 2006 - Jan 2016
ice,0,0,37.529,0,80,15,0,39,7,0,,75,2,6,,,40,1642,HR,Female Treat,Sarah Brown,5 years,10 years
ice,0,0,110.663,0,100,4,0,30,7,0,,72,3,5,,No,33,1643,HR,Female Normal,Sarah Brown,Jan 2019 - Present,Jan 2016 - Jan 2019
ice,0,0,36.366,0,100,7,0,28,7,1,,73,2,4,,No.,32,1644,HR,Female Normal,Sarah Brown,Jan 2016 - Present,Jan 2006 - Jan 2016
ice,0,0,152.902,0,78,7,0,29,7,1,,48,2,5,,no,33,1645,HR,Female Treat,Sarah Brown,2 years,3 years
ice,33.309,115.953,145.457,3,89,5,0,28,7,0,,62,5,5,,No,37,1646,HR,Female Treat,Sarah Brown,2 years,3 years
ice,6.164,270.515,271.256,31,100,5,0,45,8,0,,66,2,4,,,37,1647,HR,Female Normal,Sarah Brown,Jan 2019 - Present,Jan 2016 - Jan 2019
ice,0,0,53.985,0,78,12,0,38,7,1,,76,2,4,,No,33,1648,HR,Female Treat,Sarah Brown,5 years,10 years
ice,5.414,254.484,256.492,36,100,6,0,30,7,0,,74,2,2,,No,43,1649,HR,Female Treat,Sarah Brown,5 years,10 years
ice,1.653,102.762,103.825,48,71,7,0,35,7,0,,65,2,3,,No,40,1650,HR,Female Normal,Sarah Brown,Jan 2019 - Present,Jan 2016 - Jan 2019
ice,1.517,1.517,99.798,1,85,5,0,33,7,1,,71,2,3,,No.,32,1651,HR,Female Treat,Sarah Brown,2 years,3 years
ice,0,0,367.865,0,80,15,0,32,7,1,,68,3,7,,no,33,1652,HR,Female Normal,Sarah Brown,Jan 2016 - Present,Jan 2006 - Jan 2016
ice,0,0,57.477,0,70,5,0,32,7,0,,70,2,5,,,34,1653,HR,Female Normal,Sarah Brown,Jan 2019 - Present,Jan 2016 - Jan 2019
ice,21.796,55.386,61.895,8,71,12,0,41,7,1,,61,2,5,,no,28,1654,HR,Female Treat,Sarah Brown,5 years,10 years
ice,21.31,88.827,90.635,10,85,15,0,36,7,1,,39,2,3,,No,44,1655,HR,Female Normal,Sarah Brown,Jan 2016 - Present,Jan 2006 - Jan 2016
ice,0,0,43.569,0,71,15,0,36,7,0,,75,2,6,,No,34,1656,HR,Female Normal,Sarah Brown,Jan 2016 - Present,Jan 2006 - Jan 2016
ice,9.079,44.942,45.755,39,80,5,0,28,7,1,,72,2,3,,,36,1657,HR,Female Treat,Sarah Brown,2 years,3 years
ice,19.017,27.489,28.715,6,100,7,0,30,7,1,,77,2,5,,,32,1658,HR,Female Normal,Sarah Brown,Jan 2016 - Present,Jan 2006 - Jan 2016
Ice,,,,,,,,,,,,,,,,,,1659,,,,,
ice,50.256,83.521,104.955,3,92,5,0,26,7,1,,69,2,5,,No,41,1660,HR,Female Treat,Sarah Brown,2 years,3 years
ice,20.501,35.409,36.207,2,80,7,0,40,8,0,,70,2,5,,no,33,1661,HR,Female Treat,Sarah Brown,5 years,10 years
ice,0,0,63.132,0,66,5,0,30,7,0,,77,2,6,,no,38,1662,HR,Female Normal,Sarah Brown,Jan 2016 - Present,Jan 2006 - Jan 2016
ice,0,0,26.128,0,90,5,0,30,8,1,,60,2,3,,No,33,1663,HR,Female Treat,Sarah Brown,2 years,3 years
ice,109.485,109.485,187.775,1,100,15,0,37,7,0,,70,2,5,,No,43,1664,HR,Female Treat,Sarah Brown,5 years,10 years
ice,0,0,63.303,0,80,15,0,36,7,1,,44,2,4,,No,42,1665,HR,Female Treat,Sarah Brown,5 years,10 years
ice,19.509,68.004,69.235,5,90,6,0,42,5,0,,69,2,6,,no,38,1666,HR,Female Normal,Sarah Brown,Jan 2016 - Present,Jan 2006 - Jan 2016
ice,0,0,127.963,0,100,5,0,28,7,0,,67,2,6,,No. ,38,1667,HR,Female Normal,Sarah Brown,Jan 2019 - Present,Jan 2016 - Jan 2019
ice,5.742,62.999,63.726,32,100,2,1,30,7,0,,71,2,2,,No,38,1668,HR,Female Treat,Sarah Brown,2 years,3 years
